V1	V2
isogroup37559	GO:0007155
isogroup3756	GO:0016153
isogroup37560	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup3757	GO:0005525;GO:0007264
isogroup37581	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0002226;GO:0045824
isogroup37599	GO:0003899;GO:0006350;GO:0003900;GO:0003901;GO:0003902
isogroup3761	GO:0008152;GO:0016491;GO:0018478;GO:0004491
isogroup37631	GO:0000166;GO:0017111
isogroup37639	GO:0005515;GO:0042981;GO:0006915;GO:1900119
isogroup3765	GO:0005525;GO:0007264;GO:0003676;GO:0003677;GO:0006355;GO:0015031;GO:0006412
isogroup37655	GO:0003677
isogroup3766	GO:0005279;GO:0006865;GO:0016020;GO:0006810;GO:0015184
isogroup37669	GO:0007218;GO:0016020;GO:0004930
isogroup3768	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005003
isogroup37681	GO:0005524
isogroup37688	GO:0005737;GO:0006817
isogroup3769	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup377	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup3770	GO:0004872;GO:0016020;GO:0007275
isogroup3771	GO:0004672;GO:0005524;GO:0006468;GO:0004685
isogroup3772	GO:0005415;GO:0006810;GO:0016020
isogroup37744	GO:0005515;GO:0042981;GO:0006915;GO:1900119
isogroup37749	GO:0003824;GO:0003990
isogroup37759	GO:0005515;GO:0004560
isogroup37766	GO:0008152;GO:0016491;GO:0004029;GO:0004030
isogroup3778	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0005245;GO:0072345;GO:0007268
isogroup37783	GO:0004519
isogroup3779	GO:0003676;GO:0004652;GO:0006350
isogroup37794	GO:0008152;GO:0016740;GO:0003870;GO:0006783;GO:0009058;GO:0016769
isogroup37795	GO:0004295
isogroup37797	GO:0005123
isogroup3780	GO:0016905
isogroup37810	GO:0006464;GO:0022625
isogroup37826	GO:0005328;GO:0005887;GO:0006836;GO:0016020;GO:0007268
isogroup37829	GO:0003676;GO:0005634;GO:0008270
isogroup3783	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0004402;GO:0040029;GO:0016570
isogroup37836	GO:0007218;GO:0016020;GO:0004930
isogroup3784	GO:0007155;GO:0005001
isogroup3786	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup37879	GO:0005509
isogroup37887	GO:0008067;GO:0016020;GO:0004930;GO:0007600
isogroup37893	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup379	GO:0005509;GO:0005544;GO:0050819
isogroup37907	GO:0004034
isogroup37909	GO:0006508;GO:0030693;GO:0005515;GO:0005622;GO:0042981;GO:0004197;GO:0016946;GO:0006915;GO:1900119
isogroup3791	GO:0005525;GO:0006412;GO:0003924;GO:0008547;GO:0003746
isogroup37930	GO:0005743;GO:0006118;GO:0016651
isogroup3794	GO:0003676
isogroup37941	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup37947	GO:0005001
isogroup3795	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup3798	GO:0005515;GO:0042981
isogroup37980	GO:0008570
isogroup37986	GO:0006118;GO:0016020;GO:0016491
isogroup3799	GO:0003700;GO:0005634;GO:0006355;GO:0003676;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0003677;GO:0008766;GO:0016881;GO:0018169
isogroup37994	GO:0007155;GO:0005509
isogroup38007	GO:0004725;GO:0006470;GO:0004721;GO:0005001
isogroup3801	GO:0004747;GO:0006014
isogroup38018	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup38019	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup3802	GO:0005525
isogroup38022	GO:0005123
isogroup3803	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup38030	GO:0004175;GO:0005839;GO:0006511;GO:0004298;GO:0030163;GO:0043248
isogroup3804	GO:0005576;GO:0002226;GO:0042381
isogroup38043	GO:0003676;GO:0004386;GO:0005524;GO:0005215;GO:0006810;GO:0016020
isogroup38048	GO:0008476
isogroup38057	GO:0004179;GO:0006508;GO:0008237;GO:0008270;GO:0004230
isogroup3806	GO:0004629;GO:0007165;GO:0007242;GO:0004435;GO:0006629
isogroup3807	GO:0003676
isogroup3808	GO:0005515;GO:0005525;GO:0007264;GO:0015031
isogroup38089	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0007268
isogroup381	GO:0004197;GO:0004221;GO:0006511;GO:0006512;GO:0007268;GO:0048167
isogroup3810	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0003899;GO:0007268
isogroup38100	GO:0004013;GO:0006730
isogroup38106	GO:0004537
isogroup38111	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup38118	GO:0005509;GO:0016706;GO:0019538
isogroup3813	GO:0006814;GO:0006885;GO:0015385;GO:0016021;GO:0015299
isogroup38130	GO:0006464;GO:0022625
isogroup38134	GO:0016021;GO:0008273
isogroup38139	GO:0003887;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984
isogroup38149	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup3815	GO:0005198;GO:0003944
isogroup38154	GO:0006952;GO:0042829;GO:0004623;GO:0005509;GO:0016042;GO:0000160;GO:0003677;GO:0006355
isogroup3816	GO:0003677;GO:0005524;GO:0006270;GO:0008094;GO:0005634;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0042555;GO:0051301
isogroup38162	GO:0004800
isogroup38172	GO:0004558;GO:0004339
isogroup38174	GO:0005509
isogroup3818	GO:0008131
isogroup3819	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004714;GO:0007169;GO:0016020;GO:0004674
isogroup38191	GO:0007155
isogroup38197	GO:0003723;GO:0004523;GO:0004524
isogroup382	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup38202	GO:0005351;GO:0009401;GO:0000166;GO:0017111;GO:0005524;GO:0004003;GO:0004004;GO:0008026;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup38203	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0005245;GO:0007268
isogroup38207	GO:0005554
isogroup38217	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177;GO:0003743;GO:0006412
isogroup3822	GO:0016051;GO:0016758;GO:0008466
isogroup38228	GO:0004889;GO:0005216;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0005230;GO:0006810;GO:0015464
isogroup3823	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0003899;GO:0007268
isogroup3824	GO:0003779;GO:0008091
isogroup3825	GO:0009607;GO:0009966
isogroup3828	GO:0004527;GO:0005622
isogroup3829	GO:0006508;GO:0030693;GO:0004197;GO:0016946;GO:0006915;GO:1900119
isogroup38296	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup383	GO:0005509
isogroup3830	GO:0003676;GO:0017163
isogroup38301	GO:0004970
isogroup3831	GO:0007242
isogroup38316	GO:0005515
isogroup38317	GO:0004888;GO:0007275;GO:0016020;GO:0004926;GO:0007166;GO:0004930
isogroup3832	GO:0004500;GO:0006584
isogroup3833	GO:0005525
isogroup3834	GO:0003676;GO:0004652;GO:0006350
isogroup38349	GO:0004194;GO:0006508;GO:0004190
isogroup3835	GO:0008152;GO:0008484;GO:0003943
isogroup38358	GO:0008270;GO:0016491;GO:0003779;GO:0016043
isogroup3836	GO:0005856
isogroup38369	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup38374	GO:0005261;GO:0006812;GO:0016020;GO:0005509;GO:0005216;GO:0006811
isogroup38378	GO:0005261;GO:0006812;GO:0016020
isogroup3839	GO:0004781;GO:0004020
isogroup38391	GO:0009058
isogroup384	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup3840	GO:0005489;GO:0006118;GO:0046872
isogroup3841	GO:0005975;GO:0016773;GO:0004314
isogroup38414	GO:0017116;GO:0033682;GO:0042162;GO:0043141
isogroup38418	GO:0003676;GO:0008853;GO:0010992
isogroup38419	GO:0007155
isogroup3842	GO:0006457;GO:0051082;GO:0005524;GO:0006950;GO:0033554;GO:0061077
isogroup3843	GO:0003676;GO:0005634;GO:0008270
isogroup38446	GO:0003676
isogroup38447	GO:0003824;GO:0008152;GO:0005509
isogroup3845	GO:0005509
isogroup38450	GO:0007218;GO:0016020;GO:0005261;GO:0006812;GO:0005509;GO:0005216;GO:0006811
isogroup3846	GO:0043275
isogroup38461	GO:0004081
isogroup38466	GO:0003777;GO:0005871
isogroup3848	GO:0005524;GO:0006812;GO:0015662;GO:0016020;GO:0005388;GO:0006816;GO:0016021;GO:0003824;GO:0008152;GO:0016820
isogroup3849	GO:0006508;GO:0008237;GO:0008270;GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402;GO:0002226;GO:0001867
isogroup38490	GO:0003824;GO:0008152;GO:0005509
isogroup38497	GO:0003779;GO:0016043
isogroup38499	GO:0004182;GO:0006508;GO:0004180;GO:0004181
isogroup385	GO:0005201;GO:0005581
isogroup3850	GO:0000166;GO:0017111;GO:0005524;GO:0005634;GO:0005737;GO:0016787;GO:0030163;GO:0004298;GO:0004299;GO:0043248
isogroup38501	GO:0005215;GO:0006810;GO:0016021;GO:0051301
isogroup38513	GO:0004013;GO:0006730
isogroup3852	GO:0003677;GO:0005524;GO:0006270;GO:0008094;GO:0005634;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0042555;GO:0051301
isogroup38521	GO:0008470
isogroup38524	GO:0006118;GO:0016491;GO:0003995;GO:0003997;GO:0004085
isogroup3854	GO:0005634;GO:0030528;GO:0045449
isogroup38540	GO:0005001
isogroup38544	GO:0005529;GO:0004383;GO:0008075
isogroup3855	GO:0004143;GO:0007205;GO:0005509;GO:0007242
isogroup3856	GO:0006812;GO:0008324;GO:0016020;GO:0005385
isogroup38565	GO:0003847
isogroup38566	GO:0007154;GO:0016020
isogroup38569	GO:0005524;GO:0008026;GO:0003676;GO:0004386
isogroup3857	GO:0003743;GO:0006412
isogroup38570	GO:0005001
isogroup38571	GO:0004623;GO:0005509;GO:0016042
isogroup38583	GO:0005509
isogroup38586	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0006259
isogroup38587	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup38602	GO:0005515
isogroup38603	GO:0007155;GO:0005509
isogroup38605	GO:0005952;GO:0006468;GO:0008603;GO:0004692
isogroup38607	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup3861	GO:0007165;GO:0008570
isogroup38615	GO:0004221;GO:0007268;GO:0048167
isogroup38616	GO:0004871;GO:0005576;GO:0007223;GO:0007275
isogroup3863	GO:0006457;GO:0003755;GO:0004600;GO:0030051;GO:0042027;GO:0016018;GO:0006950;GO:0033554;GO:0061077
isogroup38639	GO:0004245;GO:0006508;GO:0016020;GO:0008237;GO:0008270;GO:0016512;GO:0016511
isogroup3864	GO:0004713;GO:0004435
isogroup38642	GO:0016021;GO:0005261;GO:0006812;GO:0016020;GO:0005509;GO:0005216;GO:0006811
isogroup38647	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0006259;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup3865	GO:0003697;GO:0030528
isogroup38659	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup3866	GO:0004245;GO:0006508;GO:0016020;GO:0008237;GO:0008270;GO:0016512;GO:0016511
isogroup3868	GO:0005524;GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0006754;GO:0000166;GO:0017111;GO:0008553;GO:0016021;GO:0045255;GO:0003936
isogroup38685	GO:0004478;GO:0005524;GO:0006730;GO:0048269;GO:0048270
isogroup3869	GO:0007242;GO:0004713;GO:0016175
isogroup38691	GO:0004555;GO:0005991
isogroup38693	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup38705	GO:0004558;GO:0004339
isogroup38707	GO:0008152;GO:0016624;GO:0004802
isogroup3872	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup3875	GO:0003676;GO:0005634;GO:0008270
isogroup38753	GO:0008152;GO:0004035
isogroup38754	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup3877	GO:0008091
isogroup38773	GO:0005515;GO:0042981;GO:0006915;GO:1900119
isogroup38774	GO:0006810;GO:0008519;GO:0016020
isogroup38789	GO:0003676
isogroup3879	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup38796	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup388	GO:0003676
isogroup3880	GO:0006118;GO:0016020;GO:0016491;GO:0016175
isogroup38802	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup38804	GO:0004051
isogroup38815	GO:0003676;GO:0010992
isogroup38817	GO:0004289;GO:0006508;GO:0004620;GO:0009395;GO:0004623
isogroup3882	GO:0008757;GO:0003676;GO:0005634;GO:0008270;GO:0000179;GO:0003880;GO:0008168;GO:0008169;GO:0008170;GO:0008171;GO:0008172;GO:0008173;GO:0008174;GO:0008175;GO:0008276;GO:0008326;GO:0008425;GO:0008649;GO:0008650;GO:0009008;GO:0009383;GO:0016205;GO:0016273;GO:0016274;GO:0016278;GO:0016279;GO:0016300;GO:0016423;GO:0016424;GO:0016426;GO:0016427;GO:0016431;GO:0016433;GO:0016434;GO:0016435;GO:0016436;GO:0018423;GO:0018707;GO:0019702;GO:0030792
isogroup38820	GO:0005007
isogroup38842	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0006259
isogroup38850	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003677;GO:0006355;GO:0006508;GO:0008234
isogroup38857	GO:0004197;GO:0006508;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015934;GO:0030528;GO:0042254
isogroup3886	GO:0005489;GO:0006118;GO:0016491;GO:0010181;GO:0030586;GO:0003958
isogroup38874	GO:0006464;GO:0004190;GO:0006508;GO:0005279;GO:0006865;GO:0016020
isogroup3888	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup38880	GO:0005509
isogroup38883	GO:0005272;GO:0006814;GO:0016020;GO:0015280;GO:0007600
isogroup38888	GO:0005515;GO:0007165
isogroup3889	GO:0004601
isogroup3890	GO:0008137;GO:0003954
isogroup3891	GO:0005099;GO:0007264;GO:0005509
isogroup38922	GO:0005094;GO:0005737
isogroup38924	GO:0003824;GO:0008152;GO:0004630
isogroup3893	GO:0009058;GO:0016847;GO:0016769;GO:0004838
isogroup3894	GO:0006812;GO:0008324;GO:0016020;GO:0005385
isogroup38946	GO:0005261;GO:0006812;GO:0016020;GO:0005245;GO:0005891;GO:0006816;GO:0005249;GO:0006813;GO:0008076;GO:0005216;GO:0006811;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0007268
isogroup38955	GO:0004930;GO:0016020;GO:0008067;GO:0001641;GO:0007600
isogroup3897	GO:0016021
isogroup38984	GO:0005001
isogroup3899	GO:0005351;GO:0008643;GO:0016020;GO:0005215;GO:0006810;GO:0016021
isogroup390	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup3900	GO:0009058;GO:0016769;GO:0008890;GO:0004758
isogroup39001	GO:0008067;GO:0016020;GO:0004930;GO:0001641;GO:0007600
isogroup3901	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0010992
isogroup39011	GO:0005509
isogroup39012	GO:0003676;GO:0004519;GO:0009117;GO:0016787;GO:0009719;GO:0035381;GO:0035587
isogroup39014	GO:0004295;GO:0006508;GO:0004263
isogroup39028	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup39029	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup3903	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0007268
isogroup39045	GO:0004672;GO:0005524;GO:0006468
isogroup39050	GO:0000785;GO:0003677;GO:0005634;GO:0006355
isogroup39053	GO:0004558;GO:0004339
isogroup39064	GO:0005123
isogroup39088	GO:0005123
isogroup39089	GO:0006508;GO:0008533;GO:0008237;GO:0008270;GO:0017026;GO:0005001
isogroup3909	GO:0004558;GO:0004339
isogroup39090	GO:0003676;GO:0005634;GO:0000775;GO:0003677
isogroup39094	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003677;GO:0006355;GO:0006508;GO:0008234
isogroup39099	GO:0004034
isogroup3910	GO:0005525;GO:0007049;GO:0005524;GO:0051301
isogroup39114	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup39115	GO:0005123
isogroup39116	GO:0005198;GO:0005578
isogroup3912	GO:0004565;GO:0005975;GO:0009341
isogroup39131	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup3914	GO:0030785
isogroup39140	GO:0005198;GO:0007155;GO:0031419
isogroup3915	GO:0008270
isogroup39152	GO:0005524
isogroup3916	GO:0004197;GO:0006508;GO:0008152;GO:0016787;GO:0003824;GO:0006118;GO:0016491;GO:0003995;GO:0004713;GO:0005524;GO:0006468;GO:0016937;GO:0017099;GO:0019109
isogroup3917	GO:0005515
isogroup3918	GO:0003824;GO:0004104;GO:0003990
isogroup39183	GO:0003677;GO:0004518;GO:0003697;GO:0004519;GO:0005634;GO:0006289;GO:0006281;GO:0008852
isogroup3919	GO:0004601
isogroup39196	GO:0003676
isogroup392	GO:0004653
isogroup3920	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup3921	GO:0035005;GO:0007268
isogroup39219	GO:0003824
isogroup3922	GO:0035005
isogroup39220	GO:0008603
isogroup39239	GO:0003735;GO:0005622;GO:0005840;GO:0006412
isogroup39269	GO:0004558;GO:0004339
isogroup39271	GO:0004623;GO:0005509;GO:0016042
isogroup39277	GO:0005509
isogroup39288	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup393	GO:0003677;GO:0005622;GO:0040029;GO:0006306;GO:0016570
isogroup3930	GO:0006118;GO:0004497;GO:0016705;GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601
isogroup3932	GO:0003824;GO:0006629;GO:0016789;GO:0004806;GO:0004771
isogroup39332	GO:0005529;GO:0002226;GO:0001867
isogroup39334	GO:0005085;GO:0007264;GO:0007242
isogroup39336	GO:0005509
isogroup39354	GO:0007155;GO:0004563;GO:0005975
isogroup39362	GO:0005198;GO:0005874;GO:0007018;GO:0003924;GO:0005525;GO:0043234;GO:0051258
isogroup39363	GO:0005634;GO:0007275
isogroup39390	GO:0005737;GO:0006817
isogroup394	GO:0035005
isogroup39405	GO:0006508;GO:0008233;GO:0043275
isogroup39413	GO:0005524;GO:0008026;GO:0003676;GO:0004386
isogroup3942	GO:0004629;GO:0007165;GO:0007242;GO:0004435;GO:0006629;GO:0005509
isogroup3943	GO:0005489;GO:0006118
isogroup39430	GO:0004852;GO:0006779;GO:0006783
isogroup39434	GO:0003676;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup39438	GO:0004672;GO:0005524;GO:0006468;GO:0004676
isogroup3945	GO:0007218;GO:0016020;GO:0004930;GO:0005529;GO:0003723;GO:0016071
isogroup39453	GO:0004837
isogroup39459	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup39468	GO:0008152;GO:0016740;GO:0003870;GO:0006783;GO:0009058;GO:0016769
isogroup3947	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0008270
isogroup3948	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004693
isogroup39485	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0005216;GO:0006811;GO:0007600
isogroup39490	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup39509	GO:0005524;GO:0008026;GO:0003676;GO:0004386
isogroup3951	GO:0006118;GO:0004497
isogroup3952	GO:0004182;GO:0006508;GO:0006118;GO:0004497;GO:0004508
isogroup39522	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup39523	GO:0006811;GO:0016020;GO:0030594;GO:0015464
isogroup39527	GO:0005576
isogroup39529	GO:0003735;GO:0006412;GO:0015934;GO:0005622;GO:0005840;GO:0022625;GO:0042254
isogroup3955	GO:0004672;GO:0005524;GO:0006468;GO:0005515;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup39559	GO:0008152;GO:0016758;GO:0003981
isogroup39564	GO:0004563;GO:0005975;GO:0030246;GO:0016231
isogroup39571	GO:0043087
isogroup39572	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup39578	GO:0003677;GO:0003700;GO:0005634;GO:0006355
isogroup39579	GO:0005576
isogroup3958	GO:0004287
isogroup39585	GO:0004890;GO:0005230;GO:0006811;GO:0016021;GO:0045211;GO:0006810;GO:0016020
isogroup39596	GO:0004558;GO:0004339
isogroup39597	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005007
isogroup396	GO:0016251
isogroup3960	GO:0003677;GO:0005634;GO:0005509
isogroup39611	GO:0004672;GO:0005524;GO:0006468;GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup39612	GO:0004890;GO:0006821;GO:0007214;GO:0016021;GO:0005230;GO:0006811;GO:0045211;GO:0016020;GO:0030594;GO:0006810
isogroup3962	GO:0003677;GO:0005634;GO:0004653
isogroup39640	GO:0005515
isogroup39658	GO:0004295;GO:0006508;GO:0004263
isogroup39661	GO:0004089;GO:0006730;GO:0008270;GO:0031214
isogroup3967	GO:0003700;GO:0005634;GO:0006355
isogroup39670	GO:0045130
isogroup39675	GO:0004221;GO:0007268;GO:0048167
isogroup39677	GO:0003677;GO:0006355
isogroup3968	GO:0006118;GO:0004497;GO:0016705;GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601
isogroup39680	GO:0005509
isogroup3969	GO:0000221;GO:0000300;GO:0005524;GO:0015986;GO:0046933;GO:0046961
isogroup397	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004714;GO:0007169;GO:0016020;GO:0004674;GO:0005007
isogroup3970	GO:0003723;GO:0004525;GO:0006396
isogroup3971	GO:0005279;GO:0006865;GO:0016020
isogroup3972	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004707;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup39721	GO:0003676
isogroup39725	GO:0005509;GO:0005198;GO:0004872;GO:0016020;GO:0007275;GO:0003824
isogroup3973	GO:0005415;GO:0006810;GO:0016020
isogroup39736	GO:0008271;GO:0008272;GO:0016020;GO:0031214
isogroup39739	GO:0004295;GO:0006508;GO:0004263
isogroup39749	GO:0016853;GO:0005489;GO:0006118;GO:0003756
isogroup3975	GO:0004497;GO:0006118;GO:0016491;GO:0015036;GO:0004499;GO:0005792
isogroup3976	GO:0005351;GO:0009401;GO:0004402
